ProjID,ProjUrl,UserUrl,Title,Category,Subcategory,Cancelled,Goal,Currency,Comments,Updates,Videos,Images,MainImgOrVid,Gif,startD,startM,startY,endD,endM,endY,StartDate,EndDate,Sum of Invests,Country,City,Backed,Created,Unsuccessful,Cancelled,Commented,FacebookFriends,WebsitesAmount,Age,Succeeded
504,566921155/helping-a-fat-pig-be-produced,566921155,"Helping a Fat Pig"" be produced""",art,performance art,1,7542,CAD,0,0,0,1,1,0,6,11,2015,6,12,2015,42314,42344,6,United States,Missoula,1,1,1,0,0,0,0,38,0
505,1672378622/3d-gloop,1672378622,3D Gloop! - The Best 3D Printing Adhesive. Ever.,technology,3d printing,0,12624,USD,53,12,1,14,1,4,1,6,2018,1,7,2018,43252,43282,12624,United States,Fairfax,1,2,1,0,17,0,1,37,1
506,ficvalores/festival-internacional-de-cine-con-valores,ficvalores,Festival Internacional de Cine con Valores,film & video,festivals,0,128436,MXN,1,0,1,0,0,0,26,2,2019,7,4,2019,43522,43562,128436,Germany,Frankfurt,0,1,1,0,0,0,1,28,1
507,bassicon/now-bassicons-terminal-inception,bassicon,Now BASSiCoN's Terminal Inception,music,electronic music,0,470,USD,0,0,1,4,1,0,19,11,2013,9,12,2013,41597,41617,470,United States,Pompano Beach,0,2,2,0,0,287,0,27,1
508,stickysituation/paige-proctor-presents-sticky-situation-electronic,stickysituation,Paige Proctor Presents 'Sticky Situation' (Electronic Album),music,electronic music,0,440,GBP,0,9,1,3,1,0,18,2,2017,20,3,2017,42784,42814,440,Georgia,Cumming,0,1,0,0,1,0,0,56,1
509,1120532210/una-sombra-de-barro-corto,1120532210,"Una sombra de barro, corto",film & video,shorts,0,69464,MXN,0,2,1,6,1,0,6,2,2019,20,2,2019,43502,43516,69464,Germany,Frankfurt,3,1,0,0,0,0,0,65,1
510,218763584/junk-on-the-playa-burning-man-art-music-and-film-p,218763584,"JUNK on the Playa - Burning Man Art, Music, & Film Project",art,public art,0,108320,USD,5,0,1,5,1,0,16,6,2011,31,7,2011,40710,40755,108320,Germany,Dortmund,1,1,0,0,0,0,2,38,1
511,lizi/lock-him-up,lizi,Lock. Him. Up.,art,public art,1,3804,USD,0,0,0,1,1,0,2,10,2018,15,10,2018,43375,43388,821,United States,Roanoke,2,1,1,0,0,0,0,18,0
512,heresylab2/3d-printable-charming-adventurers-chibi-style-dandd-charaters,heresylab2,3D Printable Charming Adventurers Chibi Style D&D charaters,games,tabletop games,0,4911,EUR,8,2,0,20,1,0,16,7,2019,6,8,2019,43662,43683,4911,United States,Richmond,58,14,0,2,1009,3944,2,61,1
513,pcpanel/pcpanel-the-best-way-to-control-your-computers-aud,pcpanel,PCPanel - The best way to control your computer's audio,technology,hardware,0,2143,USD,166,5,1,7,1,1,26,7,2017,25,8,2017,42942,42972,2143,Norway,Oslo,0,1,0,0,78,0,1,47,1
514,1259545827/the-philadelphia-evening-post,1259545827,The Philadelphia Evening Post,journalism,print,1,17106,USD,2,0,1,5,1,0,8,4,2015,18,5,2015,42102,42142,16506,United States,Akron,0,1,0,0,1,0,1,19,0
515,jotn/1st-vinyl-release-on-marquesa-records-by-jewels-of,jotn,1st Vinyl Release on Marquesa Records by Jewels of the Nile,music,electronic music,0,16434,USD,1,2,0,1,1,0,24,4,2012,24,5,2012,41023,41053,16434,United States,Arlington,2,1,1,0,0,1569,3,22,1
516,eskobarr/talipes-charity-album,eskobarr,The Album,music,electronic music,1,5869,GBP,0,0,3,0,0,0,4,6,2014,13,6,2014,41794,41803,3424,United States,Fort Lauderdale,0,2,2,0,0,0,1,60,0
517,1736173000/lords-of-acid-new-album-pretty-in-kink,1736173000,LORDS OF ACID - PRETTY IN KINK - NEW ALBUM,music,electronic music,0,96668,EUR,299,91,1,29,1,0,15,11,2016,7,1,2017,42689,42742,96668,United States,Evansville,0,1,0,0,110,0,1,47,1
518,529799171/tardis-little-free-library,529799171,Tardis Little Free Library with Dead Drop,journalism,print,1,3165,USD,0,0,1,0,0,0,30,3,2015,29,4,2015,42093,42123,580,United States,Corpus Christi,0,1,1,0,0,0,1,56,0
519,1019590519/stereo-kelas-music-video-for-dominatrix,1019590519,"Stereo Kela's Music Video for Dominatrix""""",music,electronic music,0,1609,GBP,1,0,1,1,1,0,20,9,2014,27,9,2014,41902,41909,1609,United States,Kissimmee,0,1,0,0,0,1185,1,34,1
520,chulomagazine/chulo-magazine-print-launch,chulomagazine,Chulo Magazine Print Launch,publishing,periodicals,1,21752,USD,0,0,1,2,0,0,18,2,2012,19,3,2012,40957,40987,19543,United States,Huntington,0,1,1,0,0,0,2,18,0
521,Katrina/fund-greensboros-healthy-mural,Katrina,Fund Greensboro's Healthy Mural!,art,public art,0,7775,USD,1,2,1,1,1,0,12,6,2011,22,6,2011,40706,40716,7775,United States,Bridgeport,5,1,0,0,0,0,2,25,1
522,120424533/first-annual-georgian-cultural-festival,120424533,First Annual Georgian Cultural Festival,art,performance art,0,4207,USD,0,2,0,1,1,0,26,3,2012,30,4,2012,40994,41029,4207,United States,Charlotte,0,3,1,1,0,0,1,36,1
523,1930005106/rap365-the-2018-rap-calendar,1930005106,RAP365: The 2018 Rap Calendar,publishing,calendars,0,8480,CAD,0,1,1,9,1,0,20,11,2017,30,11,2017,43059,43069,8480,Germany,Dortmund,0,1,0,0,0,0,1,38,1
524,etherdvd/they-came-from-the-ether-on-dvd,etherdvd,They Came From the Ether on DVD,film & video,science fiction,0,15473,USD,1,5,1,2,1,0,26,6,2019,21,7,2019,43642,43667,15473,United States,Roanoke,81,2,0,0,0,0,1,20,1
525,alissandra/things-i-didnt-say-a-hand-lettered-book,alissandra,"Things I Didn't Say, a hand-lettered book",publishing,art books,0,4758,USD,4,11,1,6,1,0,26,10,2018,25,11,2018,43399,43429,4758,United States,Dallas,6,1,0,0,2,0,1,32,1
526,kombucha/puget-sound-kombucha-home-delivery,kombucha,Puget Sound Kombucha Co. Home Delivery,food,drinks,0,1115,USD,2,6,1,15,1,0,14,7,2016,31,8,2016,42565,42613,1115,United States,Billings,0,1,0,0,1,0,4,30,1
527,1057307513/climb-on-struggle-book,1057307513,Climb On! Struggle Book,publishing,academic,1,33007,USD,0,0,1,13,0,0,13,5,2018,12,6,2018,43233,43263,4385,United States,Mobile,0,1,1,0,0,0,1,63,0
528,1972077969/nobodys-darling,1972077969,Nobody's Darling,film & video,shorts,0,8217,GBP,0,7,2,7,1,0,18,7,2018,27,8,2018,43299,43339,8217,United States,Richmond,1,1,0,0,0,0,1,41,1
529,677530955/f29-collective-final-show-0,677530955,f29 Collective Final Show,photography,fine art,1,8069,GBP,4,4,1,1,1,0,9,5,2018,20,6,2018,43229,43271,706,Germany,Stuttgart,0,2,0,1,1,0,2,42,0
530,jordanlivingood/the-wake-up-album,jordanlivingood,The Wake Up Album,music,hip-hop,1,20664,USD,0,0,0,1,1,0,14,8,2018,13,10,2018,43326,43386,1167,United States,Charleston,0,2,2,0,0,0,1,30,0
531,zainmemon/shasn-the-political-strategy-board-game-break-ks,zainmemon,SHASN - The Political Strategy Board Game,games,tabletop games,1,314106,USD,1363,33,9,63,1,7,16,7,2019,16,8,2019,43662,43693,6251,United States,Colorado Springs,88,1,0,0,264,0,2,47,0
532,coreelectronics/desktop-infinity-mirror-a-hands-on-diy-electronics,coreelectronics,Desktop Infinity Mirror: a hands-on DIY electronics kit.,technology,diy electronics,0,2068,AUD,11,5,1,4,1,0,8,10,2017,29,10,2017,43016,43037,2068,Germany,Berlin,4,1,0,0,4,322,5,26,1
533,1838047161/get-tatanka-on-tour,1838047161,Get Tatanka on Tour,music,electronic music,0,43759,USD,0,0,0,1,1,0,25,4,2012,25,5,2012,41024,41054,43759,United States,New Orleans,0,1,0,0,0,3320,4,34,1
534,1123635639/sky-blue-sky-the-most-expenive-photograph-ever-sol,1123635639,"SKY BLUE SKY"" - The Most ExpenUSDive Photograph EVER Sold""",photography,fine art,0,5309,USD,1,0,1,3,0,0,4,2,2016,6,3,2016,42404,42435,5309,United States,Dallas,3,3,2,0,0,0,2,43,1
535,1419897183/rachis,1419897183,Rachis,photography,fine art,1,11161,USD,2,2,1,11,1,0,9,5,2016,8,6,2016,42499,42529,9227,United States,Winston Salem,3,1,0,0,0,0,4,31,0
536,1689851190/drink-baku-an-organic-relaxation-beverage,1689851190,Drink Baku - An Organic Relaxation Beverage,food,drinks,0,42502,USD,0,8,1,21,1,0,15,4,2015,30,5,2015,42109,42154,42502,Tanzania,Memphis,0,1,0,0,0,0,4,36,1
537,805042619/the-shame-of-the-meek-forced-adoptions-on-pei,805042619,The Shame of the Meek: Forced adoptions on PEI,theater,plays,0,2678,CAD,0,0,1,4,0,0,5,7,2019,20,7,2019,43651,43666,2678,Germany,Berlin,0,1,1,0,0,0,1,48,1
538,atlantisminiatures/atlantis-miniatures-28mm-wood-elves,atlantisminiatures,Atlantis Miniatures: 28mm Wood Elves,games,tabletop games,1,150963,GBP,439,24,0,48,1,0,22,5,2019,11,6,2019,43607,43627,8075,United States,Tallahassee,4,6,0,0,1511,0,3,32,0
539,1438384467/portugal-the-man-mural,1438384467,Portugal. The Man Mural,art,public art,0,67,USD,0,0,0,1,1,0,18,3,2016,27,4,2016,42447,42487,67,United States,Huntsville,0,1,1,0,0,0,2,41,1
540,1775873422/nottingham-festival-a-traditional-renaissance-fair,1775873422,"Nottingham Festival, a Traditional Renaissance Faire",art,performance art,0,47554,USD,16,11,0,1,1,0,11,1,2013,10,2,2013,41285,41315,47554,Germany,Berlin,1,2,1,0,21,1354,2,57,1
541,1204761671/gold-coast-craft-beer-and-brewery-bus,1204761671,Gold Coast Craft Beer & Brewery Bus,food,drinks,0,231,AUD,0,0,0,1,1,0,10,4,2016,10,5,2016,42470,42500,231,United States,Colorado Springs,0,1,1,0,0,670,1,41,1
542,mother-nature/mother-nature-a-major-new-sci-fi-fantasy-book,mother-nature,"Mother Nature, a Major New Sci Fi/ Fantasy Book",publishing,fiction,1,251079,EUR,0,0,1,0,0,0,13,7,2019,12,8,2019,43659,43689,652,Germany,Berlin,0,1,1,0,0,0,0,65,0
543,ettd/adoration-lust-condemnation-and-mistrust,ettd,"Adoration, Lust, Condemnation & Mistrust",music,electronic music,0,1199,GBP,0,1,1,1,0,0,19,1,2017,20,3,2017,42754,42814,1199,Germany,Hamburg,0,1,1,0,0,0,2,54,1
544,1964113851/landscape-ring-with-six-stones-its-really-beautifu,1964113851,Handmade - Silver and Gold - Art jewelry - Landscape ring.,art,performance art,0,59408,EUR,0,6,1,14,0,0,9,10,2015,8,11,2015,42286,42316,59408,Japan,Tokyo,2,1,1,0,0,0,2,37,1
545,375304200/the-demise-of-the-el-faro-one-fatal-decision,375304200,"The Demise of the El Faro"" - One Fatal Decision""",journalism,print,0,37744,USD,0,0,0,9,1,0,21,12,2016,21,1,2017,42725,42756,37744,Germany,Frankfurt,0,1,1,0,0,435,2,65,1
546,straub/animal-abcs-board-book-and-plush-toys-by-christoph,straub,Animal ABCs: Board Book and Plush Toys by Christopher Straub,publishing,children's books,0,12699,USD,0,9,1,13,1,0,4,3,2019,30,3,2019,43528,43554,12699,United States,Roanoke,20,3,0,0,2,4851,4,37,1
547,gordonkoehn/caelum-photos-from-stratosphere-2nd-launch-2nd-fun,gordonkoehn,"Caelum - Photos from stratosphere. 2nd launch, 2nd funding.",technology,space exploration,0,1108,EUR,8,8,0,3,1,0,26,7,2017,5,8,2017,42942,42952,1108,United States,Shreveport,3,2,0,0,7,0,1,19,1
548,vinylfanatiks/ellis-dee-project-do-you-want-me-rock-to-the-max-l,vinylfanatiks,"Ellis Dee Project 'Do You Want Me/Rock To The Max' Ltd 12"",music,electronic music""",music,punk,0,2100,USD,0,0,5,0,548,3,2,2,2016,1,3,2017,42402,42795,2100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1
549,19374013/atmosphere-of-the-british-landscape-photography-bo,19374013,Atmosphere of the British Landscape - Photography Book,photography,fine art,1,11732,GBP,0,1,0,9,1,0,8,6,2016,8,7,2016,42529,42559,7815,United States,Provo,0,1,1,0,0,0,2,41,0
550,1943391207/jubaami-the-ultimate-energy-bar-made-of-ancient-bl,1943391207,Jubֳ¡ami ג€“ now Peak Pinole!,food,vegan,0,21437,GBP,14,9,1,68,1,3,23,10,2017,17,11,2017,43031,43056,21437,United States,Huntington,3,1,0,0,6,691,0,25,1
551,1496763270/john-adorneys-new-cd-the-wonder-well,1496763270,"John Adorney's new CD The Wonder Well""""",music,electronic music,0,6936,USD,0,7,1,1,1,0,31,10,2013,30,11,2013,41578,41608,6936,Japan,Tokyo,1,2,0,0,0,0,2,48,1
552,1868747549/aurora-galore-glamorous-weirdo,1868747549,Aurora Galore: Glamorous Weirdo,art,performance art,1,6763,GBP,0,2,0,1,1,0,1,1,2016,26,1,2016,42370,42395,4908,Georgia,Atlanta,1,1,0,0,0,1907,3,59,0
553,theledtable/the-led-table,theledtable,The LED Table,technology,technology,0,8245,GBP,9,9,5,28,1,5,24,10,2017,21,11,2017,43032,43060,8245,United States,Dallas,0,1,0,0,6,0,0,42,1
554,2008340908/the-wolverine-costume,2008340908,The Wolverine,art,performance art,0,2810,USD,2,2,1,3,0,0,1,7,2014,15,7,2014,41821,41835,2810,United States,Montgomery,2,1,1,0,1,697,2,21,1
555,acroterionbooks/leonardo-dreams-of-his-flying-machine-picture-book,acroterionbooks,LEONARDO DREAMS OF HIS FLYING MACHINE Picture Book,publishing,art books,1,252339,USD,13,17,2,3,1,0,23,5,2019,22,6,2019,43608,43638,23796,United States,Baton Rouge,0,1,0,0,8,0,2,58,0
556,1154508437/go-on-tour,1154508437,GO ON TOUR,music,hip-hop,0,53,USD,0,0,1,0,0,0,21,11,2014,21,12,2014,41964,41994,53,United States,Saint Petersburg,0,1,1,0,0,1486,3,33,1
557,1464832835/pip-the-playful-handheld-device-you-program-yourse,1464832835,Pip - Digital Creation in your Pocket,technology,hardware,0,19707,GBP,66,16,3,24,1,4,14,11,2017,14,12,2017,43053,43083,19707,United States,Concord,48,2,0,1,13,0,4,25,1
558,1441331652/a-fans-dream-of-wrestling,1441331652,A Fan's Dream Of Wrestling,art,performance art,1,6580,USD,0,0,0,1,1,0,1,9,2016,11,10,2016,42614,42654,154,United States,Punta Gorda,0,1,1,0,0,48,0,35,0
559,homeasy/homeasy-hand-held-hot-ironing-machine,homeasy,"HOMEASY:Clothes Steamer,1500W Handheld Garment Steamer.",technology,technology,0,4750,HKD,47,3,1,42,1,7,15,5,2019,29,6,2019,43600,43645,4750,Germany,Berlin,0,1,0,0,8,0,1,54,1
560,9thlevel/mazes-the-rpg-of-dice-danger-and-dungeons-zineques,9thlevel,"MAZES The RPG of Dice, Danger, and Dungeons #ZineQuest",games,tabletop games,0,684,USD,41,16,3,10,1,0,12,2,2019,28,2,2019,43508,43524,684,United States,Newark,400,8,0,0,414,1489,5,49,1
561,1634313105/bilder-fur-die-ewigkeit-mein-eigenes-studio,1634313105,Bilder fֳ¼r die Ewigkeit! Mein eigenes Studio. (Canceled),photography,fine art,0,1148,EUR,0,0,0,2,1,0,23,7,2015,11,9,2015,42208,42258,1148,United States,El Paso,0,2,1,1,0,982,1,37,1
562,warehouse23/a-classic-game-accessory-returns-bag-of-bags,warehouse23,A Classic Game Accessory Returns! Bag of Bags!!!,games,tabletop games,1,6564,USD,142,9,0,7,1,0,1,4,2019,2,4,2019,43556,43557,4378,United States,Tampa,8,8,0,0,37,0,0,51,0
563,machinationstudio/t19a-iron-cavalry,machinationstudio,Codename Colossus T-19A Iron Cavalry mechanized resin kit,games,tabletop games,0,5153,SGD,10,7,1,11,1,0,21,5,2019,5,6,2019,43606,43621,5153,United States,Indianapolis,3,5,0,1,28,0,5,63,1
564,552735821/dream-chasing-studio-time-and-hip-hop-music-video,552735821,Dream chasing! Studio Time and Hip Hop Music Video,music,hip-hop,1,1996,USD,0,1,1,0,0,0,30,10,2015,29,11,2015,42307,42337,70,Germany,Stuttgart,0,1,1,0,0,885,3,21,0
565,873433688/calendario-lunar-para-impulsar-negocios-2018-2019,873433688,CALENDARIO LUNAR PARA IMPULSAR NEGOCIOS 2018 - 2019,publishing,calendars,0,372,USD,0,0,1,0,0,0,19,2,2018,19,4,2018,43150,43209,372,United States,Las Vegas,0,1,1,0,0,0,5,45,1
566,427971364/chryskylodon-physical-release,427971364,Chryskylodon Physical Release,music,electronic music,1,2257,EUR,0,0,0,1,1,0,16,5,2016,15,6,2016,42506,42536,81,Germany,Stuttgart,0,1,1,0,0,0,1,53,0
567,1344406806/the-all-joan-show-cid-pearlman-performance-joan-je,1344406806,THE ALL JOAN SHOW: Cid Pearlman Performance/Joan Jeanrenaud,dance,performances,1,24666,USD,0,5,2,4,1,0,12,9,2018,11,10,2018,43355,43384,15591,Germany,Berlin,31,3,0,0,0,0,1,52,0
568,1910605330/808ink-magazine,1910605330,808ink Magazine (Canceled),publishing,periodicals,0,798,USD,0,0,0,1,1,0,29,11,2011,28,1,2012,40876,40936,798,United States,El Paso,0,1,0,1,0,731,1,32,1
569,761541681/sacred-water,761541681,Sacred Water: Underwater photo/video exhibition-Panam Games,photography,fine art,0,106891,CAD,2,0,1,9,0,0,30,11,2014,30,12,2014,41973,42003,106891,United States,Austin,6,2,1,0,4,2649,1,65,1
570,1480763176/ten-animal-masks-in-10-weeks,1480763176,Ten Animal Masks in 10 Weeks,art,performance art,1,12590,USD,0,4,1,0,0,0,27,2,2010,28,5,2010,40236,40326,10190,Germany,Berlin,4,2,2,0,2,0,1,58,0
571,2055188671/the-yoerg-brewing-company,2055188671,The Yoerg Brewing Company,food,drinks,0,10587,USD,1,0,1,6,0,0,6,3,2017,5,4,2017,42800,42830,10587,Germany,Berlin,0,1,1,0,0,111,1,20,1
572,alexandermenu/sound-of-the-somme-a-wwi-short-film,alexandermenu,Sound of the Somme: a WWI Short Film,film & video,shorts,1,188947,EUR,2,0,1,16,1,0,31,3,2019,14,5,2019,43555,43599,157826,Germany,Dortmund,1,1,0,0,0,527,1,49,0
573,399176096/quickstarter-the-naughtea-co,399176096,Quickstarter: The NaughTea Co.,food,drinks,1,14338,GBP,0,0,1,5,0,0,24,1,2019,13,2,2019,43489,43509,7045,Canada,Fort Smith,0,1,1,0,0,1479,1,44,0
575,huntingfenn/documentaryfilm,huntingfenn,HUNTING FENN,film & video,documentary,0,123581,USD,0,1,1,4,0,0,4,7,2019,1,8,2019,43650,43678,123581,Germany,Berlin,4,1,1,0,0,657,1,49,1
576,1827789732/bowser-brewing-company-expansion,1827789732,Bowser Brewing Company Expansion,food,drinks,1,75932,USD,0,0,0,1,1,0,17,6,2015,14,8,2015,42172,42230,3416,Canada,Fort Smith,0,1,1,0,0,595,2,51,0
577,321266283/we-wish-you-an-8-bit-christmas,321266283,We Wish You an 8-Bit Christmas,music,electronic music,0,3584,USD,5,3,2,0,0,0,14,12,2012,18,12,2012,41257,41261,3584,United States,Pasadena,46,1,1,0,2,0,1,42,1
578,1414091871/both-sides-of-the-same-coin,1414091871,Both Sides of the Same Coin,journalism,print,0,194,USD,0,0,0,1,1,0,11,9,2015,10,11,2015,42258,42318,194,United States,Aurora,0,1,1,0,0,26,1,63,1
579,worldtraveller/the-adventure-photo-challenge-prints-project,worldtraveller,The Adventure Photo Challenge - Prints Project,photography,fine art,0,5939,AUD,0,1,1,11,0,0,4,9,2014,12,10,2014,41886,41924,5939,United States,Des Moines,3,3,1,0,3,588,2,45,1
580,842523103/grief-and-loss-revisted,842523103,Grief and Loss Revisted,publishing,academic,1,7753,USD,0,0,0,1,1,0,7,4,2015,6,5,2015,42101,42130,52,United States,Arlington,0,1,1,0,0,0,2,29,0
581,1065844/cambion-sacred-maze-exhibition-on-the-occult-and-t,1065844,CAMBION: 'Sacred maze' exhibition on the occult and the mind,art,performance art,0,2801,GBP,0,0,0,5,1,0,9,9,2013,22,9,2013,41526,41539,2801,United States,Bismarck,0,1,1,0,0,0,4,50,1
582,909864364/calvario-the-struggle-is-real,909864364,CALVARIO: The Struggle Is REAL!!!,film & video,shorts,0,28862,EUR,0,0,1,25,1,0,27,8,2018,11,9,2018,43339,43354,28862,United States,Roanoke,0,1,0,0,0,0,0,47,1
583,1493314666/it-could-happen-to-you-a-short-film,1493314666,It Could Happen To You - A Short Film,film & video,comedy,1,34501,GBP,0,3,1,10,1,0,5,2,2019,17,3,2019,43501,43541,4817,Germany,Berlin,0,1,0,0,0,0,0,42,0
584,605722073/testloks-ep-help-me-lose-my-mind,605722073,"TESTLOKS Help Me Lose My Mind"" EP""",music,hip-hop,0,740,USD,0,0,1,0,0,0,16,7,2015,21,8,2015,42201,42237,740,United States,Irvine,0,1,1,0,0,3910,1,56,1
585,917111272/apoya-la-mejor-cocina-de-mesa-en-mesa-revista-gast,917111272,Apoya la mejor cocina-De Mesa en Mesa Revista Gastronomica,journalism,print,0,434,EUR,0,0,1,0,0,0,28,1,2016,17,2,2016,42397,42417,434,United States,Littleton,0,1,1,0,0,1285,1,30,1
586,1679633662/oshun-lemonade,1679633662,Oshun Lemonade,food,vegan,0,3277,USD,0,0,0,1,1,0,30,3,2017,28,4,2017,42824,42853,3277,United States,Dallas,0,1,1,0,0,0,0,31,1
587,318320411/collective-minds-inc,318320411,Collective Minds Inc,publishing,periodicals,0,350,USD,1,0,0,1,1,0,6,10,2014,5,12,2014,41918,41978,350,Germany,Hamburg,0,1,1,0,0,579,0,42,1
588,bardepress/tooth-and-blade-book-one,bardepress,TOOTH AND BLADE: Book One,publishing,publishing,0,14382,USD,21,24,1,15,1,0,25,9,2018,26,10,2018,43368,43399,14382,United States,Dallas,6,2,0,0,34,0,1,42,1
589,1496306608/the-czars-nano-brewery-bringing-imperials-to-new-h,1496306608,The Czar's Nano Brewery -Bringing Imperials to New Hampshire,food,drinks,0,7593,USD,0,0,0,1,1,0,21,7,2015,20,8,2015,42206,42236,7593,Canada,Niagara Falls  Ontario,1,3,3,0,0,1083,0,23,1
590,1718486616/over-the-hills-2nd-edition-the-napoleonic-wargames,1718486616,Over the Hills 2nd Edition - The Napoleonic Wargames Rules,games,tabletop games,0,387,GBP,59,22,0,13,1,0,8,2,2019,10,3,2019,43504,43534,387,United States,Fullerton,3,6,0,0,92,0,1,39,1
591,tanukiart/the-invincible-dreamer-a-childrens-book,tanukiart,The Invincible Dreamer - A Children's Book,publishing,children's books,0,1657,USD,0,9,1,1,1,0,20,2,2019,22,3,2019,43516,43546,1657,United States,Fayetteville,1,1,0,0,0,0,1,26,1
593,2123829405/cabbage-hill-distillery,2123829405,cabbage hill distillery,food,drinks,1,27003,USD,0,0,0,1,1,0,12,2,2015,14,3,2015,42047,42077,237,United States,Colorado Springs,0,1,1,0,0,0,0,48,0
594,ladoblemoral/la-doble-moral-una-historia-de-rock,ladoblemoral,#LA DOBLE MORAL,film & video,shorts,0,22527,MXN,4,0,1,1,1,0,28,6,2019,7,8,2019,43644,43684,22527,United States,Irvine,1,1,0,0,1,0,1,35,1
595,jesiahwurtz/bring-coffee-art-and-community-to-othello-station,jesiahwurtz,"Bring Coffee, Art & Community to Othello Station!",food,drinks,0,29686,USD,1,7,1,15,0,0,2,12,2016,1,1,2017,42706,42736,29686,United States,Los Angeles,11,1,1,0,0,0,4,29,1
596,1932618185/tell-me-why-help-the-feature-get-to-festivals,1932618185,Tell Me Why - Help the Feature get to Festivals.,film & video,festivals,1,11628,USD,0,3,1,7,1,0,14,7,2018,13,8,2018,43295,43325,6536,Germany,Stuttgart,0,1,0,0,0,0,0,65,0
597,1615277189/the-quick-flick-critic-movie-review-blog-online-pr,1615277189,"The Quick Flick Critic"" Movie Review Blog Online Promotion""",journalism,print,0,2,USD,0,0,0,1,1,0,9,2,2015,11,3,2015,42044,42074,2,United States,Riverside,0,1,1,0,0,51,2,47,1
598,1496834307/the-same-ill-nigga,1496834307,The Same ill Nigga,music,hip-hop,0,16,USD,0,1,2,0,0,0,24,3,2015,23,4,2015,42087,42117,16,Germany,Dortmund,0,1,1,0,0,0,0,64,1
599,1138148635/wallabout-film-festival-2012,1138148635,Wallabout Film Festival 2012,film & video,festivals,0,7301,USD,2,6,1,1,1,0,21,3,2012,20,4,2012,40989,41019,7301,United States,Whittier,5,5,1,0,0,1608,4,47,1
600,jkila/jay-kila-and-cavs-kickstarter-music-videos-tour,jkila,"Jay Kila & Cav's Kickstarter - Music Videos, Tour",music,hip-hop,0,300329,USD,0,3,3,2,1,0,29,2,2016,30,3,2016,42429,42459,300329,Canada,Fort Smith,4,2,0,0,0,2302,1,58,1
601,2119945668/heartbleed-short-film,2119945668,://Heartbleed - Short Film,film & video,film & video,0,2687,GBP,0,0,1,2,1,0,4,1,2019,3,2,2019,43469,43499,2687,Germany,Hamburg,0,1,0,0,0,0,1,55,1
603,chaseroper/stay-at-home-dad-cast-live,chaseroper,Stay at Home Dad Cast LIVE,art,performance art,1,6695,USD,0,0,1,0,0,0,18,7,2013,17,8,2013,41473,41503,4465,United States,Saint Louis,1,2,2,0,0,1054,1,46,0
604,2092349438/lots-of-baggage,2092349438,lots of baggage,music,hip-hop,0,278,USD,0,0,0,1,1,0,24,2,2017,2,4,2017,42790,42827,278,United States,Richmond,0,1,1,0,0,0,1,32,1
605,1712452111/red-boot-travel,1712452111,Red Boot Travel,publishing,academic,0,401,USD,0,0,1,0,0,0,29,7,2014,28,8,2014,41849,41879,401,Norway,Oslo,0,1,1,0,0,0,0,18,1
606,732877904/skillz-development,732877904,skillz development,art,performance art,0,305,GBP,0,0,0,1,1,0,15,5,2014,30,6,2014,41774,41820,305,United States,Lakeland,0,1,1,0,0,0,0,51,1
607,lux-auraexhibition/lux-aura-photography-exhibition,lux-auraexhibition,Lux-Aura Photography Exhibition,photography,fine art,0,5089,GBP,0,4,0,5,1,0,11,3,2017,30,4,2017,42805,42855,5089,Germany,Frankfurt,0,1,0,0,0,0,4,32,1
608,28541385/christmas-cards-for-everyone,28541385,Christmas Cards for Everyone,publishing,calendars,0,3242,GBP,1,1,1,0,0,0,8,10,2014,7,11,2014,41920,41950,3242,United States,Oakland,0,1,1,0,1,0,0,21,1
609,454129649/preshow-attend-first-run-movies-in-theaters-free,454129649,PRESHOW -- Attend first-run movies in theaters ... FREE,film & video,movie theaters,1,127784,USD,474,7,1,14,1,0,21,3,2019,27,4,2019,43545,43582,627,United States,Punta Gorda,0,1,0,0,110,0,0,19,0
610,1298004051/offensive-coffee-shop-for-everyone-who-loves-coffe,1298004051,OFFENSIVE COFFEE shop for everyone who loves coffee,food,drinks,1,379437,USD,0,0,0,14,1,0,8,10,2018,7,12,2018,43381,43441,3418,Germany,Berlin,0,1,1,0,0,0,0,58,0
611,okailen/a-poem-a-day-poetry-book-for-the-youth,okailen,A Poem A Day: Poetry Book for the Youth,publishing,poetry,0,807,USD,0,2,1,5,1,0,30,1,2019,10,3,2019,43495,43534,807,United States,Huntington,0,1,0,0,1,0,3,34,1
612,1782378397/boom-birth-of-a-nation,1782378397,Boom! Birth of a Nation!,art,public art,0,1434,USD,0,0,0,1,1,0,30,3,2016,1,5,2016,42459,42491,1434,United States,Louisville,0,1,1,0,0,0,0,39,1
613,equusleather/equus-leather-film-step-into-our-workshop,equusleather,Equus Leather Film: Step Into Our Workshop,film & video,shorts,1,73718,GBP,8,35,2,17,1,0,13,8,2018,9,9,2018,43325,43352,71657,Canada,Carleton Place,0,1,0,0,3,0,6,28,0
614,696984491/purple-dragon-club-night,696984491,Purple Dragon Club Night,music,electronic music,0,1441,CAD,0,0,0,1,1,0,2,6,2015,1,8,2015,42157,42217,1441,United States,Arlington,0,1,1,0,0,143,0,46,1
